uniform,normal,exponential
8.1504,4.807,0.4102
3.2084,3.5712,0.3571
7.5804,3.5452,3.365
9.3954,7.2602,3.1083
6.6087,3.534,1.4661
4.3168,6.6177,1.5499
7.4779,4.3453,7.4839
4.579,4.9615,3.8497
4.1443,5.8428,4.6376
5.2528,4.1022,1.9603
3.1772,5.8519,0.0026
1.0425,1.9304,2.7292
4.1485,5.6596,1.1573
1.2386,1.2972,0.156
4.1044,4.6597,1.0538
5.5693,6.2814,3.2379
9.3071,5.9334,0.5765
0.3622,3.0524,0.2583
6.2146,3.2455,0.2599
4.5774,3.967,0.1103
0.2026,5.2793,4.3784
2.4955,1.9521,2.872
1.1849,4.9802,5.8386
2.1679,5.4671,2.9873
2.7457,4.5754,2.2281
4.0131,5.788,0.9863
5.2904,5.3356,0.9064
0.0099,4.1875,1.5509
1.6187,2.0957,2.6784
0.9357,5.2001,0.473
5.4967,3.5704,2.0302
3.2907,4.1325,0.8129
5.484,5.7187,3.5899
2.2182,7.126,1.0055
0.2423,4.9429,1.0952
9.4137,5.8311,2.2719
1.0831,2.8333,1.8511
1.2686,5.3683,2.0396
1.4655,4.9101,0.2402
9.8128,6.8438,1.6585
6.1766,4.1893,0.1576
6.1029,4.6375,0.5457
9.867,6.5882,0.7144
0.8844,4.8619,0.6347
9.745,3.3367,0.132
2.0401,8.8274,0.9467
6.2307,3.3821,1.1969
4.2008,4.9029,3.5981
3.8395,5.52,3.4424
9.3124,5.4014,5.3189
1.4923,4.7154,5.4299
9.9707,4.7229,2.1997
3.7913,4.6476,7.4347
6.4877,3.3261,0.6934
9.6791,8.2253,0.7623
0.576,4.67,0.2928
9.2286,5.8954,0.0782
5.6781,4.498,0.1629
7.044,4.4679,0.2124
1.4918,4.3168,7.1325
5.3339,2.6752,1.4694
6.7351,4.7591,0.5833
4.5625,4.3895,0.703
1.5499,6.7573,0.3663
2.4412,3.2049,1.131
8.5439,4.1343,0.9898
0.3447,3.6523,4.3611
7.0886,7.1638,7.5241
9.9939,3.6959,0.6146
0.0748,5.8434,2.9695
1.6105,6.4552,1.7536
6.7414,4.7808,2.1303
0.5999,2.9348,1.0611
5.8979,2.9538,3.7877
6.84,6.2896,3.1611
5.8815,3.1091,1.7987
3.6518,5.588,1.6553
6.9728,5.1715,0.2709
5.9429,5.5657,0.5408
2.0764,5.7074,0.5575
5.6314,3.5995,0.0886
8.8191,3.5367,0.9242
6.6683,6.0724,1.71
4.7179,4.056,3.1379
3.2158,0.8748,0.0307
0.8589,5.9731,1.4592
2.4463,3.4456,5.2403
0.1119,5.7007,0.7326
9.8663,7.0892,0.2057
2.2248,5.0251,2.8931
8.1488,6.4936,1.0347
1.6864,5.2307,2.0341
2.836,7.3811,0.7395
4.1828,3.4068,1.5271
3.2441,4.9877,5.8709
7.9835,6.0097,0.7971
9.5769,4.7144,2.7408
8.7529,6.7283,1.9019
1.5358,4.3519,3.2944
7.7669,8.1041,3.1744
1.4795,8.1833,1.7338
9.1338,5.4231,5.225
5.1788,5.8289,0.0808
3.3638,6.7875,0.1545
1.5703,3.2192,0.1935
0.1181,3.032,1.7315
2.4795,6.8846,0.2615
9.1402,5.411,1.4633
7.9726,4.6602,1.844
9.6979,5.0167,1.6802
1.0076,1.4209,0.9826
5.9218,4.7142,1.5366
2.5715,3.8704,2.2532
5.4294,6.3771,3.9834
3.2045,6.4925,0.286
2.8347,5.865,3.4615
5.7385,5.5932,1.5823
1.8332,2.754,0.1979
4.6913,5.886,1.0617
6.5081,5.9441,1.1975
1.2818,6.8678,1.4398
9.3059,8.1773,1.4985
5.0572,2.4612,5.1571
8.1953,4.4173,1.3799
6.5391,3.8866,1.6452
7.1,5.2588,0.3046
7.1613,5.0201,1.2954
8.751,4.6489,3.9959
6.1361,6.5414,1.5764
2.7822,3.3479,0.7926
0.9951,3.4383,0.3773
6.0625,3.4637,0.6955
0.6635,4.4595,0.7477
2.4129,3.1571,0.2502
0.6071,4.9271,7.6768
5.4889,4.7518,0.8447
1.6034,3.8202,0.4553
6.1041,6.3106,0.8004
7.9087,4.9107,0.4156
8.2188,6.594,3.2256
3.0954,4.7074,0.9538
5.4895,4.9637,0.0071
5.6301,4.1558,1.1153
4.7289,4.9894,2.2377
6.5511,6.0683,0.0004
2.1009,4.383,0.9222
9.7924,5.7776,2.1497
0.9808,3.7809,0.2679
8.2922,6.1386,0.5784
5.941,4.1301,1.8206
2.4485,6.2775,7.4983
7.4568,5.0915,0.7261
0.8448,7.2814,4.4949
7.7442,3.2689,4.0704
5.8999,2.7857,1.121
1.1075,4.0757,1.1279
0.7951,2.9231,0.1978
7.5084,2.9259,0.3524
2.9294,5.9323,0.1337
8.893,4.9937,8.1177
7.6207,4.2805,2.6975
6.9819,4.4196,0.8557
2.7861,4.1041,0.8596
7.0894,7.4756,2.0998
9.4815,3.8967,6.3232
0.9156,3.0168,1.6538
3.2616,6.1941,0.7101
2.3467,4.6764,2.478
3.9325,8.0582,0.7723
7.4233,4.2107,6.1575
4.7424,6.269,0.9586
5.7073,6.6233,0.2753
3.1415,4.218,1.3802
1.4129,3.8856,2.1721
2.6693,6.112,1.3923
8.5968,5.8623,1.0307
6.0242,2.8841,1.1283
3.7799,3.3073,1.3426
7.8991,1.1954,2.5406
0.6446,5.8931,0.0717
2.5389,4.6073,2.5713
2.301,4.7568,0.3564
9.8536,2.4628,0.1419
7.061,3.3528,0.1594
6.1779,4.2831,1.617
0.0498,3.9915,5.048
1.8431,5.1768,0.191
6.3554,5.8752,1.8055
3.7972,8.4044,5.7203
9.2428,4.97,3.4658
7.6472,6.6731,0.7031
4.4738,3.755,3.2146
7.4951,2.4876,0.4503
9.754,4.4715,5.8266
4.6098,2.6034,0.0225
6.4253,5.022,1.3281
9.1866,3.8293,0.4646
2.4867,2.0686,1.6545
8.8656,7.604,0.0405
0.9754,4.1937,0.8034
6.4845,2.5436,2.3981
7.8284,6.3473,0.1305
6.1461,3.9071,10.5573
4.9553,6.6352,1.5708
6.1735,3.8999,0.1373
1.5166,4.1887,0.6145
2.1557,5.5172,3.0367
2.699,5.8898,0.1866
5.9778,6.1527,2.5987
4.419,4.8654,2.0362
2.4448,5.7929,0.3222
8.8281,6.1184,3.8943
3.7392,5.3009,3.8583
4.4603,4.786,0.5912
4.097,2.8321,1.84
1.8194,5.8988,2.0021
7.3163,5.0633,0.9776
4.4846,4.3796,0.2047
0.1626,6.9166,1.6672
9.6401,2.8582,1.3095
8.1576,7.4661,1.3262
7.2356,4.9666,0.5643
8.6909,5.4763,0.0053
9.0681,4.4074,3.2084
3.3749,2.4994,3.6317
6.1096,4.7906,2.4911
6.0881,5.5021,1.3851
2.673,6.0143,1.3746
2.2195,4.703,0.9691
1.1391,1.7112,0.2449
6.5931,2.6875,5.6776
7.8092,8.078,0.4948
7.6095,3.3612,0.1175
3.1628,7.1406,0.5263
2.0526,3.5989,0.8078
4.5361,4.7263,0.9632
5.4681,5.9378,1.1526
9.1909,3.7697,3.0577
8.7482,7.3883,6.796
9.1606,5.1136,2.1782
8.5026,5.6913,6.4145
9.6458,4.5986,0.4855
4.655,5.9881,2.2149
0.4747,7.3682,0.4129
0.8356,4.8031,2.2582
3.9028,7.5946,0.2679
2.5769,4.0826,0.4127
1.6994,6.1461,0.3781
9.532,5.7337,1.151
1.9542,3.3971,2.6186
9.5938,5.3207,0.0278
7.6084,5.011,4.1841
6.4095,3.7202,0.2605
6.7602,5.537,2.0284
3.3147,5.2194,0.75
6.4643,4.8911,0.1414
1.8669,4.8971,0.6101
9.3771,4.865,0.2745
3.0179,4.4485,0.5806
2.5519,5.2098,0.0113
7.1116,4.0341,2.8416
6.5645,8.9852,2.8835
4.513,2.886,4.1737
6.3245,4.1229,2.8689
1.5949,4.2414,8.2811
6.7333,8.0607,0.1084
2.7061,3.0198,0.0989
2.7284,5.6389,0.2385
1.6218,5.3726,0.8895
3.3238,5.5004,2.0808
3.3125,6.8545,0.1507
4.5418,6.8237,1.4817
1.9042,4.3236,3.3973
1.9301,5.291,4.9255
5.4174,2.2038,0.608
1.2888,5.1486,3.5299
6.889,3.809,1.1817
9.4395,4.7204,0.2204
4.268,2.4719,0.2447
9.0111,5.6073,0.7044
0.9832,2.4551,0.8571
0.4296,5.2224,0.3772
7.2137,3.1602,1.4328
7.6102,3.7255,1.6833
8.4306,6.7321,3.091
0.5682,5.8819,0.3662
7.7691,6.7238,2.5402
3.7654,7.3396,1.2815
3.0334,3.8407,1.9959
1.7302,7.2485,1.5752
9.9602,2.8017,1.849
0.6366,6.1192,1.7628
8.2701,4.26,5.7393
6.3949,3.6045,0.9133
7.3508,5.9217,0.2786
7.1172,6.4174,0.2381
8.5843,6.3729,1.3379
1.8379,5.3223,0.6086
0.0082,5.1979,0.7256
5.9853,5.7903,0.0623
3.5386,5.4556,1.179
1.2379,5.812,3.0969
1.8614,5.306,0.866
3.3175,6.2642,0.6729
0.7023,2.5592,0.5824
0.5691,4.8031,0.8763
9.1603,2.9242,6.1454
3.121,5.4151,0.7402
9.8223,7.4629,0.0116
9.6437,4.2889,2.6641
1.4257,5.1909,0.0223
7.1492,6.1347,2.1298
6.008,1.8984,2.038
6.9065,4.2168,3.9178
0.9619,5.5468,0.2595
1.8856,0.6545,0.9539
0.7664,3.5348,5.8547
6.0413,6.6513,0.8581
9.8659,6.5045,0.3335
6.7198,5.5615,4.5573
7.1076,6.3233,0.7911
9.8459,5.3227,0.0788
6.7801,5.8331,1.3506
0.4018,4.5265,1.9903
8.6701,5.1737,0.5297
3.6468,4.0514,1.0684
0.0436,6.8952,1.8364
5.0723,7.2823,1.9116
9.3702,7.0699,1.5518
2.5733,4.3878,0.1184
4.9151,3.5693,0.3497
1.7378,6.9155,3.2203
0.5769,5.8159,1.7906
0.8054,5.4929,1.5477
7.2701,4.0496,4.089
8.6407,5.6385,1.0785
1.433,3.3721,1.2116
2.8832,5.9511,0.426
1.9503,7.0683,1.1088
0.2686,7.4466,1.14
5.5343,6.0628,0.1619
6.9992,2.927,1.49
6.4788,5.296,0.387
3.8805,8.2095,3.2892
5.5501,3.6971,0.7791
0.941,4.9112,1.2624
1.543,7.1203,1.596
9.3179,5.9257,0.1818
7.6151,8.7202,2.4808
9.2274,3.9007,3.3555
9.1668,3.5154,0.6672
6.4939,6.8362,1.4007
9.2824,3.2062,1.1316
4.167,4.7048,0.8055
0.0362,4.9015,1.2503
0.6257,6.554,2.3168
1.0949,5.9214,0.7327
0.9535,5.6856,0.6788
3.517,4.3964,3.8336
7.0127,6.8225,0.1739
7.9065,11.0387,1.3242
5.9021,6.0369,1.7873
1.4644,5.1495,3.3501
7.479,3.0532,3.7439
3.548,4.0438,0.4299
0.1299,4.6794,3.7788
2.8059,4.1981,3.0678
3.306,4.9759,0.2211
2.7425,7.667,2.1831
8.1187,6.8708,0.7273
7.5993,4.7618,1.5571
6.9555,3.1876,1.3362
1.3901,7.0061,3.4282
8.0783,4.9264,0.6435
6.7718,2.4102,1.1075
1.9484,6.0686,0.6247
6.4809,6.5385,6.4506
4.8351,1.3611,0.0399
4.3935,3.7632,2.1946
1.1212,4.8343,14.5232
5.183,6.1018,1.5415
0.9993,4.2264,2.2835
1.6425,3.7518,4.6449
1.3255,6.0908,0.5881
9.5411,4.2975,0.1855
2.8486,5.8131,0.4316
3.552,3.3327,1.4301
3.2208,2.9715,1.3119
8.9825,6.1329,2.4661
5.6297,5.3788,0.6563
9.1916,6.3837,3.161
2.9992,4.2011,0.3075
1.1483,3.8073,0.5167
5.5622,7.0411,0.9837
3.4554,2.7156,1.9204
8.0191,6.8772,0.3396
8.7942,6.9808,4.4033
4.7257,6.2901,2.2133
9.7136,3.9683,1.3734
5.5301,3.7752,1.2002
2.7092,4.6849,0.4858
4.8898,3.0574,0.3335
0.3731,3.5575,1.846
8.04,5.9671,0.4881
1.0144,5.974,0.5718
3.0875,3.4256,4.9195
5.6532,6.0142,0.6855
0.4298,5.6815,0.2522
0.7932,7.2648,0.2811
6.9612,5.8537,0.9715
0.7178,6.5879,1.1769
4.7708,5.7156,0.3898
3.387,6.4699,3.4249
2.2808,3.0693,1.7603
1.8878,4.8174,0.9427
7.6341,4.9415,1.5216
9.5154,4.6344,0.3833
1.4018,5.6658,2.6695
9.5968,5.9516,0.8509
5.9476,5.5884,1.327
6.4166,4.7346,2.3192
7.0993,3.8964,0.4132
7.0412,6.6458,0.0409
8.1981,5.5246,0.6346
4.8347,3.4721,3.7839
5.3336,4.7095,0.4504
3.2383,2.3851,1.6607
1.0526,5.0531,2.3375
6.6464,4.7024,0.4778
0.3361,4.1383,2.4688
2.7564,7.3769,4.9
0.9423,3.2658,0.143
1.9073,6.0596,0.846
6.3873,8.2801,0.1135
6.2848,6.6159,3.3349
4.2105,4.9527,2.335
0.9017,3.2989,0.43
4.3337,2.9569,1.6212
3.5274,4.3827,0.8727
7.2046,3.9695,0.5383
5.7903,3.9207,1.9918
4.9157,4.5105,0.4969
4.8698,4.8466,0.8744
9.663,5.7278,0.4638
7.5629,3.1433,1.8706
4.9698,3.9766,0.5402
4.7922,4.7605,0.7796
0.2648,4.7068,1.281
9.4251,7.7546,0.6196
3.1917,5.3484,0.9001
2.5594,2.5796,7.4926
9.9941,5.6273,1.0943
7.1869,5.8185,0.7864
0.4736,4.8123,1.6102
0.6189,3.1799,2.7485
0.255,7.6371,1.8593
5.9962,3.3952,3.8546
0.7156,5.9912,2.4426
9.3339,5.3001,0.5797
9.3691,5.9012,0.7549
5.4605,7.5603,0.2153
6.1664,5.8425,2.7066
2.9189,4.162,0.1132
0.6397,6.659,3.0131
7.3746,4.0534,0.8215
1.0179,5.2453,1.966
0.8556,3.0604,0.3222
3.1122,3.4501,0.4419
0.1247,5.0771,5.0115
4.3404,5.5521,2.382
7.0768,2.4464,0.3539
8.0135,5.7459,0.3496
6.0431,3.7709,2.7729
8.4687,6.9195,0.7109
4.065,4.4721,7.8148
8.4877,3.3146,1.0294
5.0647,5.1137,6.245
2.2304,3.6256,0.6714
9.4415,6.9034,3.4496
2.7497,5.0008,0.3685
0.262,4.7725,2.3371
2.4267,5.8877,5.0095
3.6669,3.4926,1.2272
3.5135,3.0663,0.5697
5.2467,5.6125,1.2133
8.8313,3.3505,0.5329
2.9234,3.35,2.854
5.2077,6.2551,0.1401
3.4014,5.7876,0.3175
8.2177,3.1193,0.3077
1.576,4.0713,1.205
1.0351,3.6444,0.227
5.03,7.6645,0.2216
6.7189,6.359,2.4966
7.9553,4.3687,0.2052
5.8962,5.8643,1.9593
7.7385,2.9657,0.4295
3.9271,3.991,0.0539
0.3287,5.1573,0.584
1.161,5.6783,1.841
0.3872,4.8538,0.721
3.2894,5.372,0.2
4.9549,5.1175,1.2762
3.5632,4.7546,2.3954
5.606,4.5558,1.1084
4.8061,4.3606,7.7016
6.7794,5.3479,1.6991
6.6696,5.6162,1.3108
3.1806,5.2975,0.6837
3.4621,3.2321,1.0364
5.8515,3.5016,0.9006
5.9643,5.5983,3.3046
3.147,7.2075,0.4356
3.3032,5.2286,4.1535
6.9405,4.3825,1.5012
6.4741,5.3365,2.3134
1.3505,3.2948,3.123
4.4104,6.9634,2.316
8.9271,5.2799,1.0066
0.3631,3.9958,0.0116
8.5516,4.7498,7.735
1.6318,4.2094,0.3956
5.0725,6.9675,0.2639
4.2434,4.6966,2.0977
0.1013,5.233,1.9581
9.154,5.8606,0.3134
4.5493,3.8889,6.0136
9.5427,5.2906,2.5349
2.8674,5.4117,3.2914
8.6628,2.6689,0.3135
9.2239,5.379,0.2059
5.5683,4.9314,1.9651
2.0268,5.1949,0.3706
6.8525,5.0534,0.6179
5.4898,5.3888,4.2233
9.4453,7.006,0.0504
4.3927,3.2307,3.3603
2.6851,4.4868,0.7596
1.3829,5.9999,1.2258
6.9863,5.7214,3.2137
9.7411,5.6891,2.7258
0.2834,9.1304,7.2271
7.4045,5.9212,7.6305
9.2693,6.6964,1.0375
0.7478,4.5394,0.548
1.1017,3.5106,0.512
6.9196,4.5285,2.3785
6.4796,6.0679,0.926
0.6883,5.6102,1.0824
8.3442,5.6049,2.2018
5.2342,4.6785,2.4331
9.072,4.4393,1.1579
8.7799,4.7302,2.5028
8.1251,6.0867,1.4536
5.159,6.2611,0.5485
2.5171,3.4906,0.7165
5.0598,6.1435,2.6467
1.0081,4.0239,0.2036
6.5885,5.7034,2.9847
1.3398,4.7121,0.701
5.1117,7.3487,0.1954
0.5438,4.3729,6.1398
2.9951,5.2679,1.9608
2.3208,5.9099,0.0102
6.2003,3.6891,0.2587
7.8679,4.8907,1.5143
0.573,4.6001,0.0869
8.5028,4.2293,0.6651
8.6077,4.3404,1.0998
3.4227,6.668,3.4161
6.59,4.1022,0.7164
4.0261,5.8496,1.5735
1.5419,5.4719,2.1777
5.2866,2.9045,0.3169
0.8636,5.7788,1.6003
8.7847,2.8797,1.2912
9.2429,5.9421,1.3958
8.2161,4.2392,0.3178
5.6253,5.0126,1.3939
5.576,3.0586,0.2675
9.8461,5.1836,1.2074
2.479,6.3904,6.5943
0.7595,3.7896,0.4671
5.6194,4.0892,3.1435
3.2879,5.6819,0.5504
3.2234,5.7194,1.9181
0.0709,1.3487,1.2213
5.9624,8.0231,4.3962
2.6403,5.7928,0.6499
1.8786,6.0454,5.9112
0.4043,4.7847,0.6039
3.6436,2.217,2.9928
8.7897,6.0121,1.7413
3.3667,4.1522,0.6524
6.7907,5.8159,2.7326
7.5655,4.6718,13.4851
3.281,5.3571,1.5794
8.2164,3.8375,3.2062
6.9188,6.2966,0.4475
5.5924,3.2174,1.6913
0.0099,8.3684,3.7501
0.3509,8.3569,8.2707
9.9087,7.449,0.4647
7.8228,6.9132,2.46
9.3757,4.8732,0.5202
9.023,6.7498,0.0384
0.2044,4.8557,0.8252
7.9185,2.6697,4.5183
4.5115,7.2548,0.563
7.8956,6.6932,0.4542
0.0672,4.953,1.5724
2.882,3.1622,1.3327
7.5132,4.1207,0.6939
7.9302,2.2683,0.0284
6.1971,6.4176,0.7864
3.0126,2.595,1.3602
3.1036,5.4302,0.9814
9.6676,3.7345,0.2174
4.3921,2.8599,0.2258
4.4713,5.3575,0.1507
5.5233,4.4993,0.2784
4.095,6.2573,0.7649
5.5267,3.0986,0.2318
4.3234,3.864,3.0864
8.2671,1.4185,0.4683
9.0905,1.7235,0.2448
9.3211,7.6973,2.995
5.643,8.1254,0.6323
4.4215,5.1391,0.7675
7.0524,3.7643,0.2883
8.3832,4.5523,1.0518
5.6298,6.3104,1.9141
6.9998,4.2284,0.5075
7.4973,5.3565,0.2202
6.7639,4.9809,0.3273
7.4613,4.1468,7.5908
2.0865,4.2107,0.625
4.9837,5.44,4.5798
5.8827,3.5347,0.4572
0.0248,5.6776,8.3104
8.5596,4.2926,0.9709
6.1002,5.1911,1.7131
1.2914,7.0759,0.1665
8.1636,4.7477,1.0983
7.1706,6.3797,1.2177
7.583,2.312,7.7257
3.9204,4.2945,3.9889
8.542,5.0415,1.4658
4.1403,7.885,3.8837
5.7051,2.0601,0.0869
0.0064,4.8557,7.1014
6.4487,7.185,1.7764
7.1818,3.8225,4.0727
5.6711,4.6807,1.4838
4.9656,5.4976,5.6615
8.0994,5.2768,2.9987
6.8137,7.3487,5.3629
2.7807,5.6727,2.724
9.5907,6.9917,1.8459
7.0727,4.46,2.706
9.8794,3.8892,2.9255
9.7126,4.6614,2.7886
9.1891,3.2613,5.0298
7.5537,5.7253,4.0233
6.0943,4.4212,5.0897
1.7217,3.9923,0.7612
5.4335,5.748,6.7812
7.6538,3.2844,1.3174
5.2086,6.1558,0.4727
8.6824,4.2825,0.4218
1.0966,6.7386,1.2311
3.8094,4.4109,0.423
5.0596,5.9479,0.9383
4.3233,5.2693,4.64
1.0859,6.1159,0.3788
1.5353,5.1649,1.9269
8.3762,2.5049,1.5707
4.8438,6.5132,0.1601
0.4872,4.8685,0.8704
0.1649,6.1843,2.3955
4.7348,6.0354,3.2879
1.6438,3.8401,1.5624
7.0513,3.6278,1.7086
7.9532,5.983,4.4852
2.283,4.5451,3.8282
5.9218,6.4046,0.4512
1.5444,4.7327,0.7974
3.0358,6.5351,2.1095
8.888,5.635,1.4633
5.441,5.432,2.1123
8.8589,4.439,1.4325
2.2525,5.3486,2.0783
3.3002,6.7893,1.4924
4.7095,4.9187,0.6748
4.8008,5.7968,5.1889
9.9765,5.0695,0.1916
1.1445,5.1869,1.0142
8.5197,7.5851,1.7519
8.6368,6.8026,4.1941
5.532,5.1191,1.4168
3.4404,5.3217,0.0371
5.1923,3.9472,3.9305
2.9247,4.7405,2.8638
7.9911,5.4641,1.3794
4.9828,6.2759,1.5083
9.2584,6.1238,0.8722
6.2269,3.3361,5.2061
5.1432,6.4655,0.2855
7.1107,4.8668,2.2709
5.0393,3.5195,1.5458
9.0451,7.0046,1.9285
1.8445,7.1949,2.1572
9.7335,5.3956,3.8146
8.1219,6.0632,0.1339
8.6073,6.1512,3.7862
4.8291,7.0937,0.9672
8.372,6.0921,3.6973
3.0677,3.0085,0.9432
7.6195,8.0147,2.4073
1.4045,6.5985,0.4984
3.0705,4.2357,5.494
4.4573,3.4556,2.563
3.2232,5.7572,0.0304
3.8702,4.5826,0.1434
8.201,5.495,0.5988
2.5668,6.1151,1.7152
7.4528,4.1503,0.8796
0.7371,3.3258,0.329
7.6574,5.5787,2.0448
7.9202,4.1999,1.7034
4.017,5.2191,3.7497
7.2248,2.985,0.7336
9.1514,4.6217,1.8575
8.0071,6.0724,4.8501
3.9045,5.9089,4.6188
4.8421,3.8175,0.2399
7.7936,3.2476,3.481
2.9259,5.0236,0.3906
8.0388,5.8415,0.3599
3.2807,5.6078,0.02
8.0599,4.2318,5.1225
0.868,5.4467,0.7451
0.444,7.2535,1.2936
9.9768,5.3077,2.2349
8.6946,2.5503,0.028
8.8285,5.3048,1.5203
9.5128,8.0659,0.4648
4.3832,3.0689,1.1356
2.8684,5.0446,1.3608
1.3002,4.6605,0.2027
5.0121,5.1438,3.8939
2.2005,5.2914,6.2532
9.3555,6.71,0.4517
0.04,5.1272,2.811
1.432,6.9159,1.0203
2.4648,4.8235,0.3266
1.9896,4.4748,3.1659
2.2578,3.9962,2.424
6.5605,2.2744,7.1876
3.2751,5.4137,0.2464
6.1502,8.081,0.7386
8.9026,5.6874,2.3212
6.0256,6.0301,0.8234
6.9453,4.3805,2.6317
3.655,4.6335,0.5597
1.5974,6.477,0.5974
3.2058,8.013,2.5588
9.6428,7.2319,0.7026
6.2181,6.2079,1.4205
2.7751,5.0527,0.3843
4.5092,5.3146,0.7455
8.3551,3.8697,0.4269
6.6844,2.8277,2.3437
5.6065,3.3098,3.5876
8.8516,5.0747,0.5812
6.7244,4.562,0.6428
6.4273,2.7958,2.6527
1.8977,4.944,3.701
1.0639,4.5224,1.4606
9.6514,3.2407,0.7695
5.9886,4.4447,0.8964
4.1568,4.5186,5.1873
5.8902,4.075,0.5203
0.6181,6.39,0.496
8.2213,2.1456,3.5449
2.1665,2.0213,0.9627
8.0455,5.0049,5.7676
5.3438,5.1442,6.4684
2.7657,5.6063,0.4654
0.3021,4.1915,2.7977
8.1583,3.6231,0.2673
1.7646,4.989,2.3178
0.5181,4.3376,3.8826
7.5588,7.3266,1.361
3.5004,4.5137,0.5573
3.8933,4.9202,0.3162
2.4707,8.7131,1.1976
8.5918,4.7079,0.4276
2.9733,5.8342,1.7593
2.1019,5.9695,1.2902
3.0925,6.0971,3.1397
2.0315,5.4342,2.5136
3.1766,5.2908,1.8964
0.8294,5.1505,0.854
1.5853,4.136,5.2336
4.1705,5.4883,3.7976
8.7947,8.043,4.0903
0.5729,6.816,0.2949
2.1267,5.4559,0.0564
9.0835,6.2837,2.6943
8.9001,3.6962,0.8378
6.7945,4.6092,0.8624
2.4047,6.4218,0.2536
4.1981,7.2308,2.4855
2.1122,3.8437,4.6299
1.2859,4.2746,9.5775
3.8,8.2721,8.3924
5.7582,5.1444,4.4834
3.5993,7.735,0.4472
6.1082,5.3103,0.6986
2.9625,5.3693,0.1733
3.4585,4.5418,1.3623
7.9067,6.4138,3.5706
8.7831,7.0367,0.0943
3.2203,3.4475,8.8299
5.7152,4.4713,0.3123
2.7816,6.3726,0.5266
0.5333,4.8057,2.274
7.3786,4.2599,1.4948
1.71,6.5143,4.3639
4.2571,6.6552,2.6002
4.8705,4.3255,0.1063
1.8447,5.3185,4.1542
0.9456,3.1873,2.9024
3.4801,3.6568,2.0412
9.5229,5.1862,0.0891
6.1514,5.0471,2.7704
3.8141,3.5497,1.4585
0.3891,3.926,2.3115
6.0027,3.4024,3.867
0.9226,5.6826,3.2349
5.4254,2.0485,2.7646
7.5195,3.4826,2.0612
4.2359,2.2056,1.0845
2.9941,5.6285,3.0203
0.4738,2.2959,1.2295
0.2478,5.0476,2.8831
4.3003,7.4593,3.2842
8.8335,7.5102,0.952
2.4406,2.2911,1.8279
5.7406,5.4476,1.2814
6.8431,3.5165,1.5107
0.6083,3.2103,0.3007
1.531,4.8298,5.4706
3.3128,6.8424,2.6591
6.7009,5.8995,0.1214
4.3904,3.9273,1.1954
7.342,6.0576,1.7898
8.676,1.6344,1.6423
7.5837,3.8706,4.8093
9.9225,3.7642,5.0445
7.5436,5.1175,4.9525
8.5218,4.6958,5.5466
8.3237,4.7878,1.7145
7.3027,4.7379,0.7146
8.018,5.0336,0.6648
9.3468,5.8102,3.4684
4.7521,5.224,0.5565
6.3829,4.5735,1.486
5.1494,5.6026,1.3112
8.5104,6.2392,5.5433
4.3136,4.166,0.6547
8.1973,4.9109,2.2155
7.9935,6.7429,1.0949
9.6189,3.3459,1.6339
2.4892,7.7071,1.6371
7.0962,2.9913,1.8783
7.5692,4.482,1.2797
9.3628,3.5747,2.309
9.069,8.2819,0.9937
5.7353,4.245,0.1847
5.7915,4.2487,3.3833
1.6729,4.4439,0.4633
9.7496,5.1434,1.2362
2.5502,4.5073,0.4512
7.2474,4.8007,6.2643
7.958,-0.2938,10.0708
4.4122,5.0857,5.3543
2.1119,5.0267,2.304
1.8896,6.5579,0.3861
8.565,6.9636,6.5036
5.1076,4.7184,0.5216
0.9014,6.2243,2.7295
7.1702,3.3476,1.0624
2.5017,6.151,0.1876
8.7639,4.1413,1.6165
3.0957,3.223,1.1279
2.0027,4.7216,0.0022
0.8486,7.1007,1.3961
5.1153,5.2715,2.4086
4.5074,7.2447,1.4868
7.5131,3.8769,0.5011
4.646,6.5718,1.8067
3.4382,4.0218,1.1882
2.6165,5.338,1.2437
2.7815,5.325,3.1588
9.2785,5.9922,0.9227
1.6508,5.3761,0.6875
9.8818,3.8912,1.4457
3.2692,6.3205,1.0758
0.8839,7.5975,0.1369
2.4869,4.1243,0.9715
0.5841,2.2472,5.3706
7.9003,5.749,4.1648
5.1255,4.5032,7.53
3.3699,4.8033,2.3311
6.6205,5.8343,7.0166
6.3065,4.3154,1.0821
9.3987,4.5967,1.9706
9.6126,4.8498,5.0167
6.8068,7.2046,2.8649
8.1782,5.0451,1.0865
7.9243,3.1465,2.3685
4.913,3.2062,0.5726
7.0446,5.2088,1.3304
0.7826,3.3059,0.7049
7.5802,2.6565,1.9755
9.6183,5.9533,0.6642
0.8497,6.0267,2.3949
8.3612,4.4478,3.5242
9.3298,5.4405,0.7422
2.2619,5.2822,3.5076
5.2481,5.9036,2.2356
9.2786,5.9071,2.9507
9.6023,1.0913,7.5767
1.2788,4.6393,3.2996
3.49,5.7769,1.6516
6.9814,4.3843,2.3241
2.2156,5.0543,1.0612
3.2477,6.126,4.5215
0.2329,5.1214,1.8334
1.5352,7.2619,2.8575
5.6233,6.6905,14.0395
6.5309,4.8222,0.9658
6.4891,4.7029,2.7412
7.7836,0.7245,3.0659
4.1528,4.5102,1.9103
2.7349,2.9701,2.6209
0.1558,5.3318,4.0401
2.0663,5.2293,6.9546
